,X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
434,-7.97E+00,-4.52E-01,5.62E+00,2.94E+02
435,-8.18E+00,-5.05E-01,5.77E+00,2.94E+02
436,-8.59E+00,-5.92E-01,6.02E+00,2.95E+02
437,-8.67E+00,-6.01E-01,6.07E+00,2.95E+02
438,-8.84E+00,-6.01E-01,6.16E+00,2.95E+02
439,-8.90E+00,-5.96E-01,6.18E+00,2.95E+02
440,-9.02E+00,-5.77E-01,6.24E+00,2.95E+02
441,-9.13E+00,-5.53E-01,6.28E+00,2.95E+02
442,-9.18E+00,-5.40E-01,6.30E+00,2.95E+02
443,-9.28E+00,-5.11E-01,6.34E+00,2.95E+02
444,-9.35E+00,-4.89E-01,6.37E+00,2.95E+02
445,-9.52E+00,-4.37E-01,6.42E+00,2.95E+02
446,-9.55E+00,-4.28E-01,6.43E+00,2.95E+02
447,-9.61E+00,-4.10E-01,6.45E+00,2.95E+02
448,-9.68E+00,-3.91E-01,6.48E+00,2.95E+02
449,-9.69E+00,-3.88E-01,6.49E+00,2.95E+02
450,-9.71E+00,-3.81E-01,6.50E+00,2.95E+02
451,-9.73E+00,-3.77E-01,6.51E+00,2.95E+02
452,-9.75E+00,-3.72E-01,6.52E+00,2.95E+02
453,-9.78E+00,-3.67E-01,6.53E+00,2.95E+02
454,-9.79E+00,-3.65E-01,6.53E+00,2.95E+02
455,-9.81E+00,-3.62E-01,6.54E+00,2.95E+02
456,-9.84E+00,-3.58E-01,6.55E+00,2.95E+02
457,-9.86E+00,-3.56E-01,6.56E+00,2.95E+02
458,-9.89E+00,-3.52E-01,6.58E+00,2.95E+02
459,-9.92E+00,-3.46E-01,6.62E+00,2.95E+02
460,-9.97E+00,-3.37E-01,6.70E+00,2.95E+02
461,-1.00E+01,-3.29E-01,6.76E+00,2.95E+02
462,-7.83E+00,1.20E+01,5.12E+00,2.92E+02
463,-7.84E+00,1.19E+01,5.12E+00,2.92E+02
464,-7.85E+00,1.19E+01,5.13E+00,2.92E+02
465,-7.88E+00,1.17E+01,5.13E+00,2.92E+02
466,-7.91E+00,1.15E+01,5.13E+00,2.93E+02
467,-7.96E+00,1.12E+01,5.13E+00,2.93E+02
468,-7.99E+00,1.10E+01,5.13E+00,2.93E+02
469,-8.04E+00,1.07E+01,5.13E+00,2.94E+02
470,-8.09E+00,1.03E+01,5.14E+00,2.94E+02
471,-8.12E+00,1.00E+01,5.14E+00,2.94E+02
472,-8.17E+00,9.64E+00,5.15E+00,2.95E+02
473,-8.29E+00,8.83E+00,5.16E+00,2.94E+02
474,-8.37E+00,8.31E+00,5.17E+00,2.95E+02
475,-8.48E+00,7.54E+00,5.19E+00,2.95E+02
476,-8.58E+00,6.89E+00,5.22E+00,2.95E+02
477,-8.72E+00,6.22E+00,5.23E+00,2.95E+02
478,-8.89E+00,5.65E+00,5.21E+00,2.95E+02
479,-9.07E+00,5.15E+00,5.17E+00,2.95E+02
480,-9.38E+00,4.37E+00,5.10E+00,2.95E+02
481,-9.50E+00,4.08E+00,5.09E+00,2.95E+02
482,-9.74E+00,3.52E+00,5.11E+00,2.95E+02
483,-9.90E+00,3.14E+00,5.18E+00,2.95E+02
484,-1.00E+01,2.80E+00,5.30E+00,2.95E+02
485,-1.03E+01,2.32E+00,5.69E+00,2.95E+02
486,-1.03E+01,2.28E+00,5.75E+00,2.95E+02
487,-1.03E+01,2.19E+00,5.89E+00,2.95E+02
488,-1.03E+01,2.16E+00,5.97E+00,2.95E+02
489,-1.04E+01,2.09E+00,6.19E+00,2.95E+02
490,-1.04E+01,2.02E+00,6.51E+00,2.95E+02
491,-1.04E+01,2.00E+00,6.68E+00,2.95E+02
492,-1.04E+01,1.99E+00,6.76E+00,2.95E+02
493,-7.96E+00,1.20E+01,5.18E+00,2.92E+02
494,-7.97E+00,1.20E+01,5.18E+00,2.92E+02
495,-7.98E+00,1.19E+01,5.18E+00,2.92E+02
496,-7.98E+00,1.19E+01,5.18E+00,2.92E+02
497,-7.99E+00,1.18E+01,5.18E+00,2.93E+02
498,-7.99E+00,1.18E+01,5.18E+00,2.93E+02
499,-8.00E+00,1.18E+01,5.18E+00,2.93E+02
500,-8.02E+00,1.17E+01,5.18E+00,2.93E+02
501,-8.05E+00,1.14E+01,5.19E+00,2.93E+02
502,-8.08E+00,1.13E+01,5.19E+00,2.93E+02
503,-8.11E+00,1.11E+01,5.20E+00,2.94E+02
504,-8.15E+00,1.08E+01,5.21E+00,2.94E+02
505,-8.18E+00,1.06E+01,5.22E+00,2.94E+02
506,-8.24E+00,1.01E+01,5.23E+00,2.94E+02
507,-8.28E+00,9.79E+00,5.24E+00,2.95E+02
508,-8.38E+00,9.10E+00,5.27E+00,2.94E+02
509,-8.50E+00,8.33E+00,5.30E+00,2.95E+02
510,-8.64E+00,7.51E+00,5.34E+00,2.95E+02
511,-8.76E+00,6.84E+00,5.38E+00,2.95E+02
512,-8.92E+00,6.27E+00,5.41E+00,2.95E+02
513,-9.09E+00,5.81E+00,5.42E+00,2.95E+02
514,-9.32E+00,5.34E+00,5.39E+00,2.95E+02
515,-9.68E+00,4.64E+00,5.30E+00,2.95E+02
516,-9.95E+00,4.11E+00,5.26E+00,2.95E+02
517,-1.00E+01,3.98E+00,5.26E+00,2.95E+02
518,-1.01E+01,3.71E+00,5.28E+00,2.95E+02
519,-1.03E+01,3.35E+00,5.35E+00,2.95E+02
520,-1.05E+01,3.03E+00,5.49E+00,2.95E+02
521,-1.05E+01,2.93E+00,5.55E+00,2.95E+02
522,-1.06E+01,2.75E+00,5.70E+00,2.95E+02
523,-1.06E+01,2.68E+00,5.77E+00,2.95E+02
524,-1.06E+01,2.55E+00,5.95E+00,2.95E+02
525,-1.06E+01,2.53E+00,6.00E+00,2.95E+02
526,-1.06E+01,2.49E+00,6.09E+00,2.95E+02
527,-1.06E+01,2.45E+00,6.18E+00,2.95E+02
528,-1.06E+01,2.41E+00,6.29E+00,2.95E+02
529,-1.05E+01,2.39E+00,6.37E+00,2.95E+02
530,-1.05E+01,2.35E+00,6.55E+00,2.95E+02
531,-1.05E+01,2.32E+00,6.70E+00,2.95E+02
532,-1.05E+01,2.31E+00,6.76E+00,2.95E+02
533,-7.77E+00,1.20E+01,5.29E+00,2.92E+02
534,-7.79E+00,1.19E+01,5.29E+00,2.92E+02
535,-7.80E+00,1.19E+01,5.29E+00,2.92E+02
536,-7.82E+00,1.18E+01,5.29E+00,2.93E+02
537,-7.83E+00,1.17E+01,5.29E+00,2.93E+02
538,-7.84E+00,1.16E+01,5.29E+00,2.93E+02
539,-7.87E+00,1.15E+01,5.29E+00,2.93E+02
540,-7.92E+00,1.11E+01,5.29E+00,2.93E+02
541,-7.98E+00,1.07E+01,5.30E+00,2.93E+02
542,-8.06E+00,1.01E+01,5.32E+00,2.94E+02
543,-8.10E+00,9.84E+00,5.33E+00,2.94E+02
544,-8.18E+00,9.32E+00,5.35E+00,2.94E+02
545,-8.26E+00,8.76E+00,5.37E+00,2.94E+02
546,-8.31E+00,8.46E+00,5.38E+00,2.94E+02
547,-8.38E+00,7.93E+00,5.41E+00,2.95E+02
548,-8.46E+00,7.37E+00,5.45E+00,2.95E+02
549,-8.55E+00,6.78E+00,5.49E+00,2.95E+02
550,-8.68E+00,6.19E+00,5.52E+00,2.95E+02
551,-8.86E+00,5.62E+00,5.50E+00,2.95E+02
552,-9.06E+00,5.13E+00,5.45E+00,2.95E+02
553,-9.32E+00,4.54E+00,5.36E+00,2.95E+02
554,-9.52E+00,4.08E+00,5.33E+00,2.95E+02
555,-9.75E+00,3.55E+00,5.36E+00,2.95E+02
556,-9.92E+00,3.15E+00,5.46E+00,2.95E+02
557,-9.99E+00,3.00E+00,5.53E+00,2.95E+02
558,-1.01E+01,2.73E+00,5.70E+00,2.95E+02
559,-1.02E+01,2.62E+00,5.80E+00,2.95E+02
560,-1.02E+01,2.54E+00,5.90E+00,2.95E+02
561,-1.03E+01,2.39E+00,6.15E+00,2.95E+02
562,-1.03E+01,2.37E+00,6.22E+00,2.95E+02
563,-1.03E+01,2.32E+00,6.37E+00,2.95E+02
564,-1.03E+01,2.28E+00,6.57E+00,2.95E+02
565,-1.03E+01,2.25E+00,6.74E+00,2.95E+02
566,-1.03E+01,2.24E+00,6.76E+00,2.95E+02
567,-7.63E+00,1.20E+01,5.12E+00,2.92E+02
568,-7.64E+00,1.19E+01,5.12E+00,2.92E+02
569,-7.66E+00,1.18E+01,5.12E+00,2.92E+02
570,-7.66E+00,1.18E+01,5.12E+00,2.92E+02
571,-7.67E+00,1.18E+01,5.12E+00,2.93E+02
572,-7.68E+00,1.17E+01,5.12E+00,2.93E+02
573,-7.69E+00,1.16E+01,5.13E+00,2.93E+02
574,-7.72E+00,1.15E+01,5.13E+00,2.93E+02
575,-7.77E+00,1.12E+01,5.13E+00,2.93E+02
576,-7.78E+00,1.11E+01,5.13E+00,2.93E+02
577,-7.81E+00,1.09E+01,5.13E+00,2.94E+02
578,-7.86E+00,1.05E+01,5.14E+00,2.94E+02
579,-7.89E+00,1.03E+01,5.14E+00,2.94E+02
580,-7.94E+00,9.93E+00,5.14E+00,2.94E+02
581,-7.99E+00,9.53E+00,5.14E+00,2.94E+02
582,-8.08E+00,8.95E+00,5.14E+00,2.94E+02
583,-8.17E+00,8.36E+00,5.15E+00,2.95E+02
584,-8.24E+00,7.76E+00,5.16E+00,2.95E+02
585,-8.30E+00,7.26E+00,5.18E+00,2.95E+02
586,-8.34E+00,6.89E+00,5.20E+00,2.95E+02
587,-8.40E+00,6.40E+00,5.20E+00,2.95E+02
588,-8.53E+00,5.68E+00,5.17E+00,2.95E+02
589,-8.71E+00,4.96E+00,5.07E+00,2.95E+02
590,-8.88E+00,4.36E+00,4.99E+00,2.95E+02
591,-8.92E+00,4.24E+00,4.98E+00,2.95E+02
592,-8.99E+00,3.99E+00,4.97E+00,2.95E+02
593,-9.12E+00,3.60E+00,4.98E+00,2.95E+02
594,-9.25E+00,3.21E+00,5.03E+00,2.95E+02
595,-9.33E+00,2.96E+00,5.10E+00,2.95E+02
596,-9.48E+00,2.53E+00,5.30E+00,2.95E+02
597,-9.63E+00,2.24E+00,5.54E+00,2.95E+02
598,-9.66E+00,2.20E+00,5.59E+00,2.95E+02
599,-9.73E+00,2.11E+00,5.71E+00,2.95E+02
600,-9.91E+00,1.96E+00,6.02E+00,2.95E+02
601,-9.94E+00,1.94E+00,6.06E+00,2.95E+02
602,-9.99E+00,1.91E+00,6.15E+00,2.95E+02
603,-1.00E+01,1.89E+00,6.25E+00,2.95E+02
604,-1.01E+01,1.85E+00,6.46E+00,2.95E+02
605,-1.02E+01,1.83E+00,6.64E+00,2.95E+02
606,-1.02E+01,1.82E+00,6.74E+00,2.95E+02
607,-1.02E+01,1.81E+00,6.76E+00,2.95E+02
608,8.29E-01,1.05E+01,4.62E+00,2.92E+02
609,8.17E-01,1.04E+01,4.62E+00,2.92E+02
610,8.03E-01,1.03E+01,4.62E+00,2.92E+02
611,8.01E-01,1.03E+01,4.62E+00,2.92E+02
612,7.96E-01,1.03E+01,4.62E+00,2.92E+02
613,7.88E-01,1.03E+01,4.62E+00,2.93E+02
614,7.71E-01,1.02E+01,4.62E+00,2.93E+02
615,7.49E-01,1.00E+01,4.62E+00,2.93E+02
616,7.27E-01,9.89E+00,4.63E+00,2.93E+02
617,6.83E-01,9.63E+00,4.63E+00,2.93E+02
618,6.02E-01,9.15E+00,4.63E+00,2.93E+02
619,5.12E-01,8.60E+00,4.64E+00,2.94E+02
620,4.24E-01,8.03E+00,4.65E+00,2.94E+02
621,3.85E-01,7.78E+00,4.66E+00,2.94E+02
622,3.10E-01,7.30E+00,4.68E+00,2.94E+02
623,1.94E-01,6.57E+00,4.71E+00,2.94E+02
624,1.00E-01,6.01E+00,4.73E+00,2.94E+02
625,1.33E-02,5.53E+00,4.76E+00,2.94E+02
626,-1.06E-01,4.88E+00,4.80E+00,2.94E+02
627,-2.75E-01,3.99E+00,4.88E+00,2.94E+02
628,-4.09E-01,3.29E+00,4.96E+00,2.94E+02
629,-5.49E-01,2.54E+00,5.06E+00,2.94E+02
630,-6.95E-01,1.75E+00,5.11E+00,2.94E+02
631,-7.26E-01,1.60E+00,5.12E+00,2.94E+02
632,-7.91E-01,1.31E+00,5.11E+00,2.94E+02
633,-9.10E-01,8.60E-01,5.05E+00,2.94E+02
634,-9.71E-01,6.56E-01,5.01E+00,2.94E+02
635,-1.02E+00,4.97E-01,4.96E+00,2.94E+02
636,-1.09E+00,3.15E-01,4.89E+00,2.94E+02
637,-1.16E+00,1.34E-01,4.80E+00,2.94E+02
638,-1.20E+00,3.23E-02,4.73E+00,2.94E+02
639,-1.23E+00,-3.47E-02,4.66E+00,2.94E+02
640,-1.29E+00,-1.15E-01,4.51E+00,2.94E+02
641,-1.35E+00,-1.58E-01,4.32E+00,2.94E+02
642,-1.43E+00,-1.71E-01,4.05E+00,2.94E+02
643,-1.49E+00,-1.64E-01,3.73E+00,2.94E+02
644,-1.52E+00,-1.60E-01,3.58E+00,2.94E+02
645,-1.54E+00,-1.45E-01,3.31E+00,2.94E+02
646,-1.54E+00,-1.37E-01,3.20E+00,2.94E+02
647,-1.54E+00,-1.16E-01,3.00E+00,2.94E+02
648,-1.53E+00,-9.16E-02,2.88E+00,2.94E+02
649,-1.51E+00,-2.41E-02,2.69E+00,2.94E+02
650,-1.47E+00,7.57E-02,2.56E+00,2.95E+02
651,-1.46E+00,9.53E-02,2.54E+00,2.95E+02
652,-1.45E+00,1.37E-01,2.50E+00,2.95E+02
653,-1.41E+00,2.31E-01,2.45E+00,2.95E+02
654,-1.39E+00,2.72E-01,2.43E+00,2.95E+02
655,-1.35E+00,3.51E-01,2.40E+00,2.97E+02
656,-1.28E+00,5.06E-01,2.35E+00,2.97E+02
657,-1.20E+00,6.63E-01,2.31E+00,3.00E+02
658,-1.12E+00,7.93E-01,2.28E+00,3.02E+02
659,-9.84E-01,1.01E+00,2.22E+00,3.03E+02
660,-9.05E-01,1.11E+00,2.20E+00,3.05E+02
661,-7.98E-01,1.25E+00,2.16E+00,3.06E+02
662,-7.57E-01,1.31E+00,2.14E+00,3.07E+02
663,-7.22E-01,1.35E+00,2.13E+00,3.07E+02
664,-7.12E-01,1.36E+00,2.12E+00,3.07E+02
665,-6.94E-01,1.38E+00,2.11E+00,3.08E+02
666,-6.69E-01,1.41E+00,2.10E+00,3.08E+02
667,-6.51E-01,1.44E+00,2.10E+00,3.09E+02
668,-6.43E-01,1.44E+00,2.09E+00,3.09E+02
669,-6.32E-01,1.46E+00,2.09E+00,3.09E+02
670,-6.27E-01,1.46E+00,2.09E+00,3.09E+02
671,-6.21E-01,1.47E+00,2.08E+00,3.09E+02
672,-6.18E-01,1.47E+00,2.08E+00,3.10E+02
673,-6.15E-01,1.48E+00,2.08E+00,3.10E+02
674,-6.13E-01,1.48E+00,2.08E+00,3.10E+02
675,9.27E-01,1.05E+01,4.75E+00,2.92E+02
676,9.14E-01,1.04E+01,4.75E+00,2.92E+02
677,9.00E-01,1.03E+01,4.75E+00,2.92E+02
678,8.96E-01,1.03E+01,4.75E+00,2.92E+02
679,8.89E-01,1.02E+01,4.75E+00,2.93E+02
680,8.80E-01,1.02E+01,4.75E+00,2.93E+02
681,8.58E-01,1.01E+01,4.75E+00,2.93E+02
682,8.24E-01,9.86E+00,4.75E+00,2.93E+02
683,7.73E-01,9.56E+00,4.75E+00,2.93E+02
684,7.59E-01,9.48E+00,4.75E+00,2.93E+02
685,7.32E-01,9.32E+00,4.75E+00,2.93E+02
686,6.96E-01,9.10E+00,4.75E+00,2.93E+02
687,6.73E-01,8.97E+00,4.75E+00,2.94E+02
688,6.32E-01,8.72E+00,4.76E+00,2.94E+02
689,5.49E-01,8.22E+00,4.77E+00,2.94E+02
690,4.12E-01,7.39E+00,4.79E+00,2.94E+02
691,2.55E-01,6.49E+00,4.83E+00,2.94E+02
692,1.77E-01,6.07E+00,4.85E+00,2.94E+02
693,7.65E-02,5.56E+00,4.88E+00,2.94E+02
694,-8.78E-02,4.71E+00,4.94E+00,2.94E+02
695,-1.94E-01,4.14E+00,4.99E+00,2.94E+02
696,-3.26E-01,3.40E+00,5.07E+00,2.94E+02
697,-4.51E-01,2.67E+00,5.16E+00,2.94E+02
698,-5.48E-01,2.12E+00,5.22E+00,2.94E+02
699,-6.02E-01,1.82E+00,5.24E+00,2.94E+02
700,-7.18E-01,1.28E+00,5.24E+00,2.94E+02
701,-7.42E-01,1.18E+00,5.24E+00,2.94E+02
702,-7.90E-01,9.99E-01,5.22E+00,2.94E+02
703,-8.78E-01,6.88E-01,5.17E+00,2.94E+02
704,-9.26E-01,5.28E-01,5.14E+00,2.94E+02
705,-9.81E-01,3.49E-01,5.09E+00,2.94E+02
706,-1.02E+00,2.12E-01,5.05E+00,2.94E+02
707,-1.07E+00,4.68E-02,4.98E+00,2.94E+02
708,-1.08E+00,-2.12E-02,4.95E+00,2.94E+02
709,-1.11E+00,-1.19E-01,4.88E+00,2.94E+02
710,-1.13E+00,-1.86E-01,4.80E+00,2.94E+02
711,-1.16E+00,-2.23E-01,4.68E+00,2.94E+02
712,-1.19E+00,-2.34E-01,4.49E+00,2.94E+02
713,-1.23E+00,-2.28E-01,4.22E+00,2.94E+02
714,-1.26E+00,-2.00E-01,3.84E+00,2.94E+02
715,-1.27E+00,-1.61E-01,3.36E+00,2.94E+02
716,-1.25E+00,-1.47E-01,3.19E+00,2.94E+02
717,-1.19E+00,-1.12E-01,2.91E+00,2.94E+02
718,-1.15E+00,-8.18E-02,2.77E+00,2.94E+02
719,-1.04E+00,3.91E-03,2.58E+00,2.94E+02
720,-8.59E-01,1.56E-01,2.41E+00,2.95E+02
721,-7.12E-01,2.82E-01,2.33E+00,2.95E+02
722,-4.43E-01,4.98E-01,2.23E+00,2.95E+02
723,-1.04E-01,7.49E-01,2.15E+00,2.95E+02
724,-7.05E-04,8.23E-01,2.12E+00,2.96E+02
725,1.68E-01,9.64E-01,2.09E+00,2.97E+02
726,2.07E-01,1.00E+00,2.08E+00,2.97E+02
727,2.85E-01,1.09E+00,2.07E+00,2.97E+02
728,4.52E-01,1.30E+00,2.04E+00,2.95E+02
729,6.07E-01,1.54E+00,2.02E+00,2.95E+02
730,7.97E-01,1.86E+00,2.00E+00,2.95E+02
731,1.03E+00,2.25E+00,1.97E+00,2.95E+02
732,1.33E+00,2.67E+00,1.95E+00,2.95E+02
733,1.67E+00,3.10E+00,1.92E+00,2.95E+02
734,2.00E+00,3.53E+00,1.88E+00,2.95E+02
735,2.32E+00,3.96E+00,1.80E+00,2.95E+02
736,2.45E+00,4.12E+00,1.76E+00,2.95E+02
737,2.69E+00,4.41E+00,1.66E+00,2.95E+02
738,2.99E+00,4.72E+00,1.55E+00,2.95E+02
739,3.43E+00,5.14E+00,1.44E+00,2.95E+02
740,3.73E+00,5.43E+00,1.38E+00,2.95E+02
741,3.89E+00,5.59E+00,1.36E+00,2.95E+02
742,4.13E+00,5.87E+00,1.35E+00,2.95E+02
743,4.20E+00,5.95E+00,1.35E+00,2.95E+02
744,4.31E+00,6.09E+00,1.37E+00,2.95E+02
745,4.41E+00,6.24E+00,1.40E+00,2.95E+02
746,4.45E+00,6.31E+00,1.42E+00,2.95E+02
747,4.52E+00,6.42E+00,1.46E+00,2.95E+02
748,4.58E+00,6.54E+00,1.54E+00,2.95E+02
749,4.63E+00,6.64E+00,1.62E+00,2.95E+02
750,4.67E+00,6.73E+00,1.74E+00,2.95E+02
751,4.70E+00,6.82E+00,1.88E+00,2.95E+02
752,4.72E+00,6.97E+00,2.22E+00,2.95E+02
753,4.72E+00,7.01E+00,2.30E+00,2.95E+02
754,4.71E+00,7.09E+00,2.47E+00,2.95E+02
755,4.68E+00,7.17E+00,2.63E+00,2.95E+02
756,4.62E+00,7.27E+00,2.85E+00,2.95E+02
757,4.60E+00,7.29E+00,2.90E+00,2.95E+02
758,4.56E+00,7.34E+00,2.99E+00,2.95E+02
759,4.46E+00,7.42E+00,3.20E+00,2.95E+02
760,4.44E+00,7.43E+00,3.24E+00,2.95E+02
761,4.40E+00,7.45E+00,3.34E+00,2.95E+02
762,4.39E+00,7.45E+00,3.37E+00,2.95E+02
763,4.37E+00,7.45E+00,3.43E+00,2.95E+02
764,4.33E+00,7.44E+00,3.55E+00,2.95E+02
765,4.29E+00,7.39E+00,3.67E+00,2.95E+02
766,4.26E+00,7.32E+00,3.84E+00,2.95E+02
767,4.24E+00,7.28E+00,3.90E+00,2.95E+02
768,4.20E+00,7.17E+00,4.02E+00,2.95E+02
769,4.15E+00,7.04E+00,4.12E+00,2.95E+02
770,4.09E+00,6.87E+00,4.21E+00,2.95E+02
771,3.95E+00,6.57E+00,4.33E+00,2.95E+02
772,3.89E+00,6.40E+00,4.38E+00,2.95E+02
773,3.74E+00,6.06E+00,4.42E+00,2.95E+02
774,3.67E+00,5.85E+00,4.43E+00,2.95E+02
775,3.49E+00,5.46E+00,4.42E+00,2.95E+02
776,3.42E+00,5.33E+00,4.40E+00,2.95E+02
777,3.30E+00,5.08E+00,4.36E+00,2.95E+02
778,3.10E+00,4.73E+00,4.27E+00,2.95E+02
779,2.89E+00,4.42E+00,4.11E+00,2.95E+02
780,2.76E+00,4.29E+00,3.96E+00,2.95E+02
781,2.66E+00,4.24E+00,3.77E+00,2.94E+02
782,2.59E+00,4.27E+00,3.55E+00,2.94E+02
783,2.58E+00,4.28E+00,3.50E+00,2.94E+02
784,2.58E+00,4.31E+00,3.41E+00,2.94E+02
785,2.60E+00,4.38E+00,3.23E+00,2.94E+02
786,2.67E+00,4.46E+00,3.04E+00,2.94E+02
787,2.72E+00,4.50E+00,2.94E+00,2.94E+02
788,2.85E+00,4.58E+00,2.77E+00,2.94E+02
789,2.93E+00,4.61E+00,2.68E+00,2.94E+02
790,3.11E+00,4.66E+00,2.53E+00,2.95E+02
791,3.46E+00,4.74E+00,2.36E+00,2.95E+02
792,3.53E+00,4.75E+00,2.33E+00,2.95E+02
793,3.67E+00,4.77E+00,2.30E+00,2.95E+02
794,3.96E+00,4.83E+00,2.28E+00,2.95E+02
795,4.02E+00,4.84E+00,2.28E+00,2.95E+02
796,4.13E+00,4.87E+00,2.30E+00,2.95E+02
797,4.32E+00,4.93E+00,2.37E+00,2.95E+02
798,4.54E+00,5.03E+00,2.55E+00,2.95E+02
799,4.58E+00,5.05E+00,2.61E+00,2.95E+02
800,4.62E+00,5.07E+00,2.74E+00,2.95E+02
801,4.61E+00,5.06E+00,2.93E+00,2.95E+02
802,4.60E+00,5.05E+00,2.96E+00,2.95E+02
803,4.56E+00,5.02E+00,3.02E+00,2.95E+02
804,4.55E+00,5.01E+00,3.04E+00,2.95E+02
805,4.52E+00,4.99E+00,3.07E+00,2.95E+02
806,4.48E+00,4.93E+00,3.11E+00,2.95E+02
807,4.40E+00,4.81E+00,3.16E+00,2.95E+02
808,4.28E+00,4.60E+00,3.21E+00,2.95E+02
809,4.26E+00,4.56E+00,3.22E+00,2.95E+02
810,4.21E+00,4.47E+00,3.24E+00,2.95E+02
811,4.11E+00,4.27E+00,3.26E+00,2.94E+02
812,3.90E+00,3.80E+00,3.25E+00,2.94E+02
813,3.86E+00,3.68E+00,3.24E+00,2.94E+02
814,3.78E+00,3.44E+00,3.21E+00,2.94E+02
815,3.71E+00,3.22E+00,3.17E+00,2.94E+02
816,3.62E+00,2.80E+00,3.05E+00,2.94E+02
817,3.60E+00,2.53E+00,2.95E+00,2.94E+02
818,3.63E+00,2.10E+00,2.75E+00,2.94E+02
819,3.73E+00,1.73E+00,2.56E+00,2.94E+02
820,3.85E+00,1.42E+00,2.38E+00,2.94E+02
821,4.04E+00,1.16E+00,2.16E+00,2.94E+02
822,4.09E+00,1.12E+00,2.11E+00,2.94E+02
823,4.20E+00,1.08E+00,2.01E+00,2.94E+02
824,4.37E+00,1.07E+00,1.88E+00,2.94E+02
825,4.48E+00,1.09E+00,1.81E+00,2.94E+02
826,4.71E+00,1.17E+00,1.68E+00,2.94E+02
827,4.80E+00,1.22E+00,1.64E+00,2.94E+02
828,4.98E+00,1.32E+00,1.56E+00,2.94E+02
829,5.21E+00,1.47E+00,1.50E+00,2.94E+02
830,5.40E+00,1.60E+00,1.46E+00,2.94E+02
831,5.57E+00,1.72E+00,1.45E+00,2.94E+02
832,5.91E+00,1.94E+00,1.49E+00,2.94E+02
833,6.22E+00,2.11E+00,1.60E+00,2.95E+02
834,6.28E+00,2.14E+00,1.63E+00,2.95E+02
835,6.39E+00,2.19E+00,1.69E+00,2.95E+02
836,6.57E+00,2.27E+00,1.83E+00,2.95E+02
837,6.73E+00,2.33E+00,2.01E+00,2.95E+02
838,6.87E+00,2.37E+00,2.23E+00,2.95E+02
839,6.95E+00,2.40E+00,2.49E+00,2.95E+02
840,6.97E+00,2.40E+00,2.68E+00,2.95E+02
841,6.92E+00,2.37E+00,3.06E+00,2.95E+02
842,6.75E+00,2.28E+00,3.59E+00,2.95E+02
843,6.70E+00,2.25E+00,3.74E+00,2.95E+02
844,6.59E+00,2.16E+00,4.07E+00,2.95E+02
845,6.58E+00,2.13E+00,4.13E+00,2.95E+02
846,6.55E+00,2.09E+00,4.26E+00,2.95E+02
847,6.54E+00,1.98E+00,4.50E+00,2.95E+02
848,6.57E+00,1.86E+00,4.68E+00,2.95E+02
849,6.59E+00,1.83E+00,4.70E+00,2.95E+02
850,6.62E+00,1.78E+00,4.76E+00,2.95E+02
851,6.72E+00,1.65E+00,4.83E+00,2.95E+02
852,6.84E+00,1.53E+00,4.85E+00,2.95E+02
853,6.90E+00,1.48E+00,4.84E+00,2.95E+02
854,7.03E+00,1.38E+00,4.80E+00,2.95E+02
855,7.16E+00,1.31E+00,4.74E+00,2.95E+02
856,7.43E+00,1.21E+00,4.61E+00,2.95E+02
857,7.69E+00,1.18E+00,4.45E+00,2.95E+02
858,7.91E+00,1.20E+00,4.28E+00,2.95E+02
859,8.02E+00,1.26E+00,4.17E+00,2.95E+02
860,8.09E+00,1.32E+00,4.09E+00,2.95E+02
861,8.17E+00,1.46E+00,3.93E+00,2.95E+02
862,8.20E+00,1.71E+00,3.73E+00,2.95E+02
863,8.17E+00,1.96E+00,3.59E+00,2.95E+02
864,8.09E+00,2.20E+00,3.52E+00,2.95E+02
865,8.02E+00,2.41E+00,3.51E+00,2.95E+02
866,7.91E+00,2.64E+00,3.55E+00,2.95E+02
867,7.72E+00,2.99E+00,3.74E+00,2.95E+02
868,7.67E+00,3.07E+00,3.81E+00,2.95E+02
869,7.58E+00,3.21E+00,3.98E+00,2.95E+02
870,7.43E+00,3.36E+00,4.31E+00,2.95E+02
871,7.40E+00,3.38E+00,4.40E+00,2.95E+02
872,7.35E+00,3.39E+00,4.58E+00,2.95E+02
873,7.30E+00,3.34E+00,4.89E+00,2.95E+02
874,7.31E+00,3.31E+00,4.96E+00,2.95E+02
875,7.34E+00,3.24E+00,5.07E+00,2.95E+02
876,7.38E+00,3.16E+00,5.14E+00,2.95E+02
877,7.54E+00,2.96E+00,5.25E+00,2.95E+02
878,7.59E+00,2.91E+00,5.26E+00,2.95E+02
879,7.71E+00,2.80E+00,5.29E+00,2.95E+02
880,7.87E+00,2.67E+00,5.30E+00,2.95E+02
881,7.92E+00,2.63E+00,5.29E+00,2.95E+02
882,8.01E+00,2.56E+00,5.28E+00,2.95E+02
883,8.09E+00,2.51E+00,5.27E+00,2.95E+02
884,8.23E+00,2.47E+00,5.23E+00,2.95E+02
885,8.30E+00,2.49E+00,5.21E+00,2.95E+02
886,8.33E+00,2.51E+00,5.20E+00,2.95E+02
887,8.38E+00,2.57E+00,5.18E+00,2.95E+02
888,8.48E+00,2.75E+00,5.14E+00,2.95E+02
